time_index,train_1_on,train_2_on,train_3_on,train_4_on,train_1_flow_pct,train_2_flow_pct,train_3_flow_pct,train_4_flow_pct,on-peak
383,1,1,1,1,100,100,85,85,0
384,1,1,1,1,100,100,85,85,0
385,1,1,1,1,100,100,85,85,0
386,1,1,1,1,100,100,85,85,0
387,1,1,1,1,100,100,85,85,0
388,1,1,1,1,100,100,85,85,0
389,1,1,1,1,100,100,85,85,0
390,1,1,1,1,100,100,85,85,0
391,1,1,1,1,100,100,85,85,0
392,1,1,1,1,100,100,85,85,0
393,1,1,1,1,100,100,85,85,0
394,1,1,1,1,100,100,85,85,0
395,1,1,1,1,100,100,85,85,0
396,1,1,1,1,100,100,85,85,0
397,1,1,1,1,100,100,85,85,0
398,1,1,1,1,100,100,85,85,0
399,1,1,1,1,100,100,85,85,0
400,1,1,1,1,100,100,85,85,0
401,1,1,0,0,100,100,0,0,1
402,1,1,0,0,100,100,0,0,1
403,1,1,0,0,100,100,0,0,1
404,1,1,0,0,100,100,0,0,1
405,1,1,0,0,100,100,0,0,1
406,1,1,1,1,100,100,85,85,0
407,1,1,1,1,100,100,85,85,0
408,1,1,1,1,100,100,85,85,0
409,1,1,1,1,100,100,85,85,0
410,1,1,1,1,100,100,85,85,0
411,1,1,1,1,100,100,85,85,0
412,1,1,1,1,100,100,85,85,0
413,1,1,1,1,100,100,85,85,0
414,1,1,1,1,100,100,85,85,0
415,1,1,1,1,100,100,85,85,0
416,1,1,1,1,100,100,85,85,0
417,1,1,1,1,100,100,85,85,0
418,1,1,1,1,100,100,85,85,0
419,1,1,1,1,100,100,85,85,0
420,1,1,1,1,100,100,85,85,0
421,1,1,1,1,100,100,85,85,0
422,1,1,1,1,100,100,85,85,0
423,1,1,1,1,100,100,85,85,0
424,1,1,1,1,100,100,85,85,0
425,1,1,0,0,100,100,0,0,1
426,1,1,0,0,100,100,0,0,1
427,1,1,0,0,100,100,0,0,1
428,1,1,0,0,100,100,0,0,1
429,1,1,0,0,100,100,0,0,1
430,1,1,1,1,100,100,85,85,0
431,1,1,1,1,100,100,85,85,0
432,1,1,1,1,100,100,85,85,0
433,1,1,1,1,100,100,85,85,0
434,1,1,1,1,100,100,85,85,0
435,1,1,1,1,100,100,85,85,0
436,1,1,1,1,100,100,85,85,0
437,1,1,1,1,100,100,85,85,0
438,1,1,1,1,100,100,85,85,0
439,1,1,1,1,100,100,85,85,0
440,1,1,1,1,100,100,85,85,0
441,1,1,1,1,100,100,85,85,0
442,1,1,1,1,100,100,85,85,0
443,1,1,1,1,100,100,85,85,0
444,1,1,1,1,100,100,85,85,0
445,1,1,1,1,100,100,85,85,0
446,1,1,1,1,100,100,85,85,0
447,1,1,1,1,100,100,85,85,0
448,1,1,1,1,100,100,85,85,0
449,1,1,0,0,100,100,0,0,1
450,1,1,0,0,100,100,0,0,1
451,1,1,0,0,100,100,0,0,1
452,1,1,0,0,100,100,0,0,1
453,1,1,0,0,100,100,0,0,1
454,1,1,1,1,100,100,85,85,0
455,1,1,1,1,100,100,85,85,0
456,1,1,1,1,100,100,85,85,0
457,1,1,1,1,100,100,85,85,0
458,1,1,1,1,100,100,85,85,0
459,1,1,1,1,100,100,85,85,0
460,1,1,1,1,100,100,85,85,0
461,1,1,1,1,100,100,85,85,0
462,1,1,1,1,100,100,85,85,0
463,1,1,1,1,100,100,85,85,0
464,1,1,1,1,100,100,85,85,0
465,1,1,1,1,100,100,85,85,0
466,1,1,1,1,100,100,85,85,0
467,1,1,1,1,100,100,85,85,0
468,1,1,1,1,100,100,85,85,0
469,1,1,1,1,100,100,85,85,0
470,1,1,1,1,100,100,85,85,0
471,1,1,1,1,100,100,85,85,0
472,1,1,1,1,100,100,85,85,0
473,1,1,0,0,100,100,0,0,1
474,1,1,0,0,100,100,0,0,1
475,1,1,0,0,100,100,0,0,1
476,1,1,0,0,100,100,0,0,1
477,1,1,0,0,100,100,0,0,1
478,1,1,1,1,100,100,85,85,0
479,1,1,1,1,100,100,85,85,0
480,1,1,1,1,100,100,85,85,0
481,1,1,1,1,100,100,85,85,0
482,1,1,1,1,100,100,85,85,0
483,1,1,1,1,100,100,85,85,0
484,1,1,1,1,100,100,85,85,0
485,1,1,1,1,100,100,85,85,0
486,1,1,1,1,100,100,85,85,0
487,1,1,1,1,100,100,85,85,0
488,1,1,1,1,100,100,85,85,0
489,1,1,1,1,100,100,85,85,0
490,1,1,1,1,100,100,85,85,0
491,1,1,1,1,100,100,85,85,0
492,1,1,1,1,100,100,85,85,0
493,1,1,1,1,100,100,85,85,0
494,1,1,1,1,100,100,85,85,0
495,1,1,1,1,100,100,85,85,0
496,1,1,1,1,100,100,85,85,0
497,1,1,0,0,100,100,0,0,1
498,1,1,0,0,100,100,0,0,1
499,1,1,0,0,100,100,0,0,1
500,1,1,0,0,100,100,0,0,1
501,1,1,0,0,100,100,0,0,1
502,1,1,1,1,100,100,85,85,0
503,1,1,1,1,100,100,85,85,0
504,1,1,1,1,100,100,85,85,0
505,1,1,1,1,100,100,85,85,0
506,1,1,1,1,100,100,85,85,0
507,1,1,1,1,100,100,85,85,0
508,1,1,1,1,100,100,85,85,0
509,1,1,1,1,100,100,85,85,0
510,1,1,1,1,100,100,85,85,0
511,1,1,1,1,100,100,85,85,0
512,1,1,1,1,100,100,85,85,0
513,1,1,1,1,100,100,85,85,0
514,1,1,1,1,100,100,85,85,0
515,1,1,1,1,100,100,85,85,0
516,1,1,1,1,100,100,85,85,0
517,1,1,1,1,100,100,85,85,0
518,1,1,1,1,100,100,85,85,0
519,1,1,1,1,100,100,85,85,0
520,1,1,1,1,100,100,85,85,0
521,1,1,0,0,100,100,0,0,1
522,1,1,0,0,100,100,0,0,1
523,1,1,0,0,100,100,0,0,1
524,1,1,0,0,100,100,0,0,1
525,1,1,0,0,100,100,0,0,1
526,1,1,1,1,100,100,85,85,0
527,1,1,1,1,100,100,85,85,0
528,1,1,1,1,100,100,85,85,0
529,1,1,1,1,100,100,85,85,0
530,1,1,1,1,100,100,85,85,0
531,1,1,1,1,100,100,85,85,0
532,1,1,1,1,100,100,85,85,0
533,1,1,1,1,100,100,85,85,0
534,1,1,1,1,100,100,85,85,0
535,1,1,1,1,100,100,85,85,0
536,1,1,1,1,100,100,85,85,0
537,1,1,1,1,100,100,85,85,0
538,1,1,1,1,100,100,85,85,0
539,1,1,1,1,100,100,85,85,0
540,1,1,1,1,100,100,85,85,0
541,1,1,1,1,100,100,85,85,0
542,1,1,1,1,100,100,85,85,0
543,1,1,1,1,100,100,85,85,0
544,1,1,1,1,100,100,85,85,0
545,1,1,0,0,100,100,0,0,1
546,1,1,0,0,100,100,0,0,1
547,1,1,0,0,100,100,0,0,1
548,1,1,0,0,100,100,0,0,1
549,1,1,0,0,100,100,0,0,1
550,1,1,1,1,100,100,85,85,0
551,1,1,1,1,100,100,85,85,0
552,1,1,1,1,100,100,85,85,0
553,1,1,1,1,100,100,85,85,0
554,1,1,1,1,100,100,85,85,0
555,1,1,1,1,100,100,85,85,0
556,1,1,1,1,100,100,85,85,0
557,1,1,1,1,100,100,85,85,0
558,1,1,1,1,100,100,85,85,0
559,1,1,1,1,100,100,85,85,0
560,1,1,1,1,100,100,85,85,0
561,1,1,1,1,100,100,85,85,0
562,1,1,1,1,100,100,85,85,0
563,1,1,1,1,100,100,85,85,0
564,1,1,1,1,100,100,85,85,0
565,1,1,1,1,100,100,85,85,0
566,1,1,1,1,100,100,85,85,0
567,1,1,1,1,100,100,85,85,0
568,1,1,1,1,100,100,85,85,0
569,1,1,0,0,100,100,0,0,1
570,1,1,0,0,100,100,0,0,1
571,1,1,0,0,100,100,0,0,1
572,1,1,0,0,100,100,0,0,1
573,1,1,0,0,100,100,0,0,1
574,1,1,1,1,100,100,85,85,0
575,1,1,1,1,100,100,85,85,0
576,1,1,1,1,100,100,85,85,0
577,1,1,1,1,100,100,85,85,0
578,1,1,1,1,100,100,85,85,0
579,1,1,1,1,100,100,85,85,0
580,1,1,1,1,100,100,85,85,0
581,1,1,1,1,100,100,85,85,0
582,1,1,1,1,100,100,85,85,0
583,1,1,1,1,100,100,85,85,0
584,1,1,1,1,100,100,85,85,0
585,1,1,1,1,100,100,85,85,0
586,1,1,1,1,100,100,85,85,0
587,1,1,1,1,100,100,85,85,0
588,1,1,1,1,100,100,85,85,0
589,1,1,1,1,100,100,85,85,0
590,1,1,1,1,100,100,85,85,0
591,1,1,1,1,100,100,85,85,0
592,1,1,1,1,100,100,85,85,0
593,1,1,0,0,100,100,0,0,1
594,1,1,0,0,100,100,0,0,1
595,1,1,0,0,100,100,0,0,1
596,1,1,0,0,100,100,0,0,1
597,1,1,0,0,100,100,0,0,1
598,1,1,1,1,100,100,85,85,0
599,1,1,1,1,100,100,85,85,0
600,1,1,1,1,100,100,85,85,0
601,1,1,1,1,100,100,85,85,0
602,1,1,1,1,100,100,85,85,0
603,1,1,1,1,100,100,85,85,0
604,1,1,1,1,100,100,85,85,0
605,1,1,1,1,100,100,85,85,0
606,1,1,1,1,100,100,85,85,0
607,1,1,1,1,100,100,85,85,0
608,1,1,1,1,100,100,85,85,0
609,1,1,1,1,100,100,85,85,0
610,1,1,1,1,100,100,85,85,0
611,1,1,1,1,100,100,85,85,0
612,1,1,1,1,100,100,85,85,0
613,1,1,1,1,100,100,85,85,0
614,1,1,1,1,100,100,85,85,0
615,1,1,1,1,100,100,85,85,0
616,1,1,1,1,100,100,85,85,0
617,1,1,0,0,100,100,0,0,1
618,1,1,0,0,100,100,0,0,1
619,1,1,0,0,100,100,0,0,1
620,1,1,0,0,100,100,0,0,1
621,1,1,0,0,100,100,0,0,1
622,1,1,1,1,100,100,85,85,0
623,1,1,1,1,100,100,85,85,0
624,1,1,1,1,100,100,85,85,0
625,1,1,1,1,100,100,85,85,0
626,1,1,1,1,100,100,85,85,0
627,1,1,1,1,100,100,85,85,0
628,1,1,1,1,100,100,85,85,0
629,1,1,1,1,100,100,85,85,0
630,1,1,1,1,100,100,85,85,0
631,1,1,1,1,100,100,85,85,0
632,1,1,1,1,100,100,85,85,0
633,1,1,1,1,100,100,85,85,0
634,1,1,1,1,100,100,85,85,0
635,1,1,1,1,100,100,85,85,0
636,1,1,1,1,100,100,85,85,0
637,1,1,1,1,100,100,85,85,0
638,1,1,1,1,100,100,85,85,0
639,1,1,1,1,100,100,85,85,0
640,1,1,1,1,100,100,85,85,0
641,1,1,0,0,100,100,0,0,1
642,1,1,0,0,100,100,0,0,1
643,1,1,0,0,100,100,0,0,1
644,1,1,0,0,100,100,0,0,1
645,1,1,0,0,100,100,0,0,1
646,1,1,1,1,100,100,85,85,0
647,1,1,1,1,100,100,85,85,0
648,1,1,1,1,100,100,85,85,0
649,1,1,1,1,100,100,85,85,0
650,1,1,1,1,100,100,85,85,0
651,1,1,1,1,100,100,85,85,0
652,1,1,1,1,100,100,85,85,0
653,1,1,1,1,100,100,85,85,0
654,1,1,1,1,100,100,85,85,0
655,1,1,1,1,100,100,85,85,0
656,1,1,1,1,100,100,85,85,0
657,1,1,1,1,100,100,85,85,0
658,1,1,1,1,100,100,85,85,0
659,1,1,1,1,100,100,85,85,0
660,1,1,1,1,100,100,85,85,0
661,1,1,1,1,100,100,85,85,0
662,1,1,1,1,100,100,85,85,0
663,1,1,1,1,100,100,85,85,0
664,1,1,1,1,100,100,85,85,0
665,1,1,0,0,100,100,0,0,1
666,1,1,0,0,100,100,0,0,1
667,1,1,0,0,100,100,0,0,1
668,1,1,0,0,100,100,0,0,1
669,1,1,0,0,100,100,0,0,1
670,1,1,1,1,100,100,85,85,0
671,1,1,1,1,100,100,85,85,0
672,1,1,1,1,100,100,85,85,0
673,1,1,1,1,100,100,85,85,0
674,1,1,1,1,100,100,85,85,0
675,1,1,1,1,100,100,85,85,0
676,1,1,1,1,100,100,85,85,0
677,1,1,1,1,100,100,85,85,0
678,1,1,1,1,100,100,85,85,0
679,1,1,1,1,100,100,85,85,0
680,1,1,1,1,100,100,85,85,0
681,1,1,1,1,100,100,85,85,0
682,1,1,1,1,100,100,85,85,0
683,1,1,1,1,100,100,85,85,0
684,1,1,1,1,100,100,85,85,0
685,1,1,1,1,100,100,85,85,0
686,1,1,1,1,100,100,85,85,0
687,1,1,1,1,100,100,85,85,0
688,1,1,1,1,100,100,85,85,0
689,1,1,0,0,100,100,0,0,1
690,1,1,0,0,100,100,0,0,1
691,1,1,0,0,100,100,0,0,1
692,1,1,0,0,100,100,0,0,1
